user_id,account_age_days,posts_per_day,logins_per_day,ip_address,location_changes,failed_logins,followers,following,reports,profile_completeness,is_bot_label,ff_ratio,high_login_freq,new_high_activity,extreme_posts,low_ff_ratio,location_hopping,failed_login_flag,community_reported,incomplete_profile,raw_score,risk_score,signals_triggered,risk_tier
U0193,1925,6.4,3.7,17.237.154.167,1,0,6967,1106,0,0.56,0,6.2936,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0194,582,7.1,4.4,105.59.71.12,1,1,9349,1351,0,0.89,0,6.9149,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0195,7,105.9,20.2,78.252.59.25,8,5,126,4609,2,0.07,1,0.0273,1,1,1,1,1,0,0,1,105,75.0,6,High
U0196,23,104.5,18.5,72.79.110.246,16,6,172,2427,7,0.19,1,0.0708,1,1,1,1,1,1,1,1,140,100.0,8,High
U0197,317,5.0,3.0,35.198.232.95,1,2,711,558,1,0.73,0,1.2719,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0198,3,30.6,16.9,191.214.79.227,17,3,134,4388,5,0.29,1,0.0305,1,1,0,1,1,0,1,1,100,71.4,6,High
U0199,24,75.3,15.6,71.125.114.36,14,19,178,1773,5,0.18,1,0.1003,1,1,0,0,1,1,1,1,100,71.4,6,High
U0200,1793,8.7,4.6,214.250.208.241,1,2,1444,195,1,0.62,0,7.3673,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0201,1696,6.2,3.3,244.143.16.177,2,0,3641,109,1,0.76,0,33.1,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0202,1351,2.4,4.9,95.111.227.114,2,0,4698,327,1,0.92,0,14.3232,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0203,1676,5.9,3.1,244.120.185.26,3,1,3864,847,0,0.63,0,4.5566,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0204,57,2.6,3.5,252.188.183.16,2,0,5593,469,1,0.64,0,11.9,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0205,948,4.5,1.6,102.141.97.248,2,1,319,601,1,0.67,0,0.5299,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0206,873,6.65,2.4,32.232.46.170,3,2,7165,522,0,0.5,0,13.6998,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0207,1337,0.4,3.8,55.10.25.202,0,0,3618,1665,1,0.67,0,2.1717,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0208,15,92.6,19.9,189.52.44.152,16,4,36,1543,1,0.09,1,0.0233,1,1,0,1,1,0,0,1,80,57.1,5,High
U0209,6,43.4,9.9,53.35.106.151,3,19,178,1729,4,0.38,1,0.1029,0,1,0,0,0,1,1,1,65,46.4,4,Medium
U0210,1269,6.9,0.6,56.119.168.199,0,1,9450,1072,0,0.55,0,8.8071,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0211,43,83.6,22.7,50.35.23.170,15,18,177,3293,7,0.1,1,0.0537,1,1,0,1,1,1,1,1,115,82.1,7,High
U0212,21,32.2,22.8,71.74.66.139,8,7,85,1698,2,0.27,1,0.05,1,1,0,1,1,1,0,1,95,67.9,6,High
U0213,1172,9.4,3.6,65.89.56.170,1,1,7755,1681,0,0.74,0,4.6106,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0214,617,1.1,4.1,222.13.67.4,3,0,3122,1180,0,0.8,0,2.6435,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0215,1106,6.7,3.1,92.121.165.5,1,1,5155,713,1,0.59,0,7.2199,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0216,33,72.9,27.2,164.57.12.190,11,15,158,988,4,0.26,1,0.1598,1,1,0,0,1,1,1,1,100,71.4,6,High
U0217,1155,3.3,3.5,33.215.58.191,1,1,7811,406,0,0.59,0,19.1916,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0218,1418,8.2,1.0,17.243.229.200,1,2,9866,734,0,0.78,0,13.4231,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0219,7,93.2,16.4,196.172.52.24,3,19,34,3838,3,0.11,1,0.0089,1,1,0,1,0,1,1,1,100,71.4,6,High
U0220,14,100.5,18.2,72.79.110.246,5,10,47,3001,5,0.32,1,0.0157,1,1,1,1,0,1,1,1,125,89.3,7,High
U0221,694,3.8,2.3,57.22.154.118,0,2,8284,953,0,0.89,0,8.6834,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0222,527,7.2,2.8,165.15.31.123,0,2,9256,345,0,0.44,0,26.7514,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0223,428,2.4,4.7,217.205.218.176,2,0,190,479,0,0.46,0,0.3958,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0224,1946,6.2,2.9,28.251.227.19,1,2,9934,760,1,0.72,0,13.0539,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0225,1197,0.9,3.7,231.41.164.156,1,2,6837,99,0,0.71,0,68.37,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0226,1316,6.8,1.3,38.33.64.71,0,2,3704,968,1,0.88,0,3.8225,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0227,42,6.65,17.3,150.166.195.153,9,3,171,2208,7,0.26,1,0.0774,1,0,0,1,1,0,1,1,80,57.1,5,High
U0228,21,134.9,13.0,117.220.50.204,11,17,9,2925,9,0.33,1,0.0031,1,1,1,1,1,1,1,1,140,100.0,8,High
U0229,613,7.7,3.0,180.58.110.111,2,0,5749,59,1,0.89,0,95.8167,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0230,1113,6.7,4.1,116.116.211.87,2,1,3090,1472,1,0.49,0,2.0978,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0231,1614,7.4,4.4,212.232.204.107,2,0,8903,1465,0,0.79,0,6.073,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0232,28,46.8,22.0,81.218.160.171,11,16,76,940,9,0.38,1,0.0808,1,1,0,1,1,1,1,1,115,82.1,7,High
U0233,1856,6.0,3.5,66.191.78.176,1,1,6830,1200,0,0.82,0,5.6869,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0234,1028,3.4,4.2,237.242.34.24,3,1,1175,563,1,0.56,0,2.0833,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0235,1035,2.6,3.4,213.43.47.111,3,2,122,657,0,0.54,0,0.1854,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0236,41,100.2,17.7,89.135.22.187,4,7,171,4110,5,0.14,1,0.0416,1,1,1,1,0,1,1,1,125,89.3,7,High
U0237,1765,6.5,2.9,96.66.30.151,0,1,7476,351,1,0.43,0,21.2386,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0238,44,106.0,20.3,144.168.62.106,4,10,149,4383,4,0.37,1,0.034,1,1,1,1,0,1,1,1,125,89.3,7,High
U0239,1530,6.9,1.4,91.216.26.248,3,1,2543,679,0,0.89,0,3.7397,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0240,12,65.2,22.6,56.119.13.144,5,18,29,736,7,0.18,1,0.0393,1,1,0,1,0,1,1,1,100,71.4,6,High
U0241,1157,0.2,3.8,91.53.108.40,3,0,335,158,1,0.77,0,2.1069,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0242,1007,7.9,4.4,169.246.114.217,0,1,9765,747,0,0.42,0,13.0548,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0243,510,2.3,2.0,28.179.188.30,0,0,2867,770,0,0.71,0,3.7185,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0244,864,4.0,2.5,196.142.115.207,3,1,4456,271,0,0.87,0,16.3824,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0245,172,9.9,4.3,110.13.136.8,1,2,610,51,1,0.89,0,11.7308,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0246,1856,6.7,2.9,47.139.158.236,1,1,3188,1881,0,0.58,0,1.6939,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0247,102,3.2,0.6,87.179.3.47,2,1,3028,1499,1,0.99,0,2.0187,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0248,1821,6.65,3.1,223.73.205.18,0,1,4309,104,1,0.48,0,41.0381,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0249,365,7.6,1.3,37.15.46.192,2,2,2010,911,0,0.8,0,2.2039,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0250,511,0.7,0.6,136.110.192.108,0,2,7390,1989,1,0.98,0,3.7136,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0251,1661,5.9,4.7,117.174.80.95,3,1,3086,1861,0,0.78,0,1.6574,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0252,1914,0.2,3.2,80.166.43.227,2,2,6480,1020,0,0.87,0,6.3467,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0253,807,2.1,2.7,14.79.80.194,1,0,5225,1496,0,0.66,0,3.4903,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0254,1958,1.4,1.0,159.25.41.70,1,1,9124,272,1,0.81,0,33.4212,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0255,638,5.1,5.0,114.217.248.156,0,0,1432,1413,1,0.5,0,1.0127,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0256,449,5.3,2.4,114.212.139.56,2,0,7920,1607,1,0.52,0,4.9254,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0257,548,5.3,2.7,194.58.176.111,2,0,6190,607,0,0.41,0,10.1809,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0258,415,1.3,2.4,29.145.249.135,1,2,6843,1504,1,0.51,0,4.5468,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0259,930,2.2,0.6,171.157.23.57,1,0,7430,1726,1,0.44,0,4.3023,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0260,701,4.9,1.0,102.28.3.53,3,2,4848,1950,1,0.56,0,2.4849,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0261,658,4.9,1.2,78.108.70.196,3,1,4889,1260,0,0.77,0,3.8771,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0262,1978,4.6,4.0,66.148.167.31,0,0,4250,201,0,0.8,0,21.0396,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0263,454,6.9,2.5,2.254.220.45,0,2,7227,251,1,0.55,0,28.6786,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0264,261,4.6,3.4,34.194.117.129,1,2,6919,209,0,0.77,0,32.9476,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0265,985,4.5,4.5,144.181.36.102,0,0,6280,110,1,0.43,0,56.5766,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0266,23,113.1,9.6,11.223.9.118,5,19,132,647,5,0.18,1,0.2037,0,1,1,0,0,1,1,1,90,64.3,5,High
U0267,1980,3.0,2.1,236.39.160.148,2,2,5560,508,1,0.61,0,10.9234,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0268,5,91.5,26.3,151.142.3.195,10,12,37,4194,1,0.15,1,0.0088,1,1,0,1,1,1,0,1,95,67.9,6,High
U0269,40,101.2,16.4,107.148.58.104,5,19,35,2113,9,0.26,1,0.0166,1,1,1,1,0,1,1,1,125,89.3,7,High
U0270,10,123.8,14.4,51.214.112.115,10,4,117,1280,5,0.35,1,0.0913,1,1,1,1,1,0,1,1,125,89.3,7,High
U0271,1965,8.1,3.5,44.235.185.23,2,1,9177,1435,0,0.46,0,6.3907,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0272,517,4.3,2.5,112.54.124.112,0,1,2511,1758,1,0.56,0,1.4275,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0273,21,57.2,26.0,135.40.202.223,9,19,11,1756,2,0.26,1,0.0063,1,1,0,1,1,1,0,1,95,67.9,6,High
U0274,1051,4.6,4.3,80.173.113.86,3,1,696,672,1,0.43,0,1.0342,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0275,285,5.5,4.9,200.86.39.131,1,0,3587,779,0,0.81,0,4.5987,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0276,465,8.2,1.5,163.58.99.232,2,2,4233,1077,0,0.65,0,3.9267,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0277,37,96.7,19.2,90.75.120.27,9,14,110,1804,5,0.1,1,0.0609,1,1,0,1,1,1,1,1,115,82.1,7,High
U0278,391,5.6,4.2,38.131.101.45,3,0,564,458,1,0.46,0,1.2288,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0279,1277,8.8,3.5,155.78.38.46,0,1,1478,1929,1,0.77,0,0.7658,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0280,952,6.9,2.2,244.252.237.194,0,1,2699,323,1,0.9,0,8.3302,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0281,1067,7.5,3.9,145.229.165.222,3,2,4033,1788,0,0.58,0,2.2543,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0282,1877,6.65,1.1,249.161.77.113,2,0,5301,1053,1,0.93,0,5.0294,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0283,35,37.9,22.6,207.81.216.88,10,9,148,2585,4,0.11,1,0.0572,1,1,0,1,1,1,1,1,115,82.1,7,High
U0284,20,72.3,27.2,204.140.28.91,16,5,79,3447,8,0.25,1,0.0229,1,1,0,1,1,0,1,1,100,71.4,6,High
U0285,34,97.9,21.2,80.236.231.10,19,16,149,1163,6,0.12,1,0.128,1,1,0,0,1,1,1,1,100,71.4,6,High
U0286,897,5.2,2.5,15.188.146.20,3,1,6306,1216,0,0.45,0,5.1816,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0287,1681,0.6,4.1,166.46.196.119,2,2,1069,1151,0,0.5,0,0.928,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0288,6,102.7,25.3,245.21.230.233,17,8,46,2625,7,0.24,1,0.0175,1,1,1,1,1,1,1,1,140,100.0,8,High
U0289,16,46.4,20.4,167.96.164.155,12,5,106,4196,6,0.14,1,0.0253,1,1,0,1,1,0,1,1,100,71.4,6,High
U0290,17,140.9,25.2,189.52.44.152,12,5,45,2503,1,0.19,1,0.018,1,1,1,1,1,0,0,1,105,75.0,6,High
U0291,733,4.8,1.1,246.31.230.27,3,1,7512,1019,0,0.66,0,7.3647,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0292,1366,0.1,0.8,208.175.43.130,1,0,7760,1629,1,0.68,0,4.7607,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0293,754,0.7,0.8,166.88.20.64,1,1,9485,912,0,0.57,0,10.3888,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0294,299,2.5,1.7,182.224.224.135,1,2,9883,1762,0,0.56,0,5.6058,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0295,870,4.9,0.7,134.81.186.96,3,1,2347,884,0,0.61,0,2.652,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0296,33,120.3,9.9,100.209.173.174,17,13,147,4226,7,0.18,1,0.0348,0,1,1,1,1,1,1,1,120,85.7,7,High
U0297,26,74.4,13.7,203.171.33.85,7,7,130,4170,5,0.24,1,0.0312,1,1,0,1,1,1,1,1,115,82.1,7,High
U0298,19,60.1,28.8,98.49.183.217,14,11,160,1394,9,0.33,1,0.1147,1,1,0,0,1,1,1,1,100,71.4,6,High
U0299,1044,5.5,4.9,99.145.129.186,0,1,6221,963,0,0.44,0,6.4533,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0300,1651,5.5,3.3,219.76.170.21,1,1,3698,851,0,0.48,0,4.3404,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0301,22,130.5,22.7,37.179.158.248,4,18,111,4250,6,0.15,1,0.0261,1,1,1,1,0,1,1,1,125,89.3,7,High
U0302,1989,1.1,2.1,168.200.66.153,2,2,1904,570,1,0.6,0,3.3345,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0303,306,1.6,2.0,182.43.158.144,1,1,5824,385,1,0.93,0,15.0881,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0304,1779,1.6,1.6,97.168.65.172,0,0,6873,67,1,0.86,0,101.0735,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0305,2,28.5,18.2,243.47.216.131,10,14,96,2077,4,0.31,1,0.0462,1,1,0,1,1,1,1,1,115,82.1,7,High
U0306,708,6.6,4.2,93.9.185.80,1,2,6902,316,0,0.52,0,21.7729,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0307,10,32.2,15.8,109.16.15.24,11,6,84,2785,8,0.22,1,0.0302,1,1,0,1,1,1,1,1,115,82.1,7,High
U0308,857,7.0,4.1,88.248.98.58,2,2,308,292,1,0.5,0,1.0512,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0309,515,1.4,1.4,36.79.39.76,3,0,737,1652,0,0.66,0,0.4459,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0310,6,145.8,26.9,26.19.172.225,11,14,138,4458,1,0.19,1,0.0309,1,1,1,1,1,1,0,1,120,85.7,7,High
U0311,1940,1.2,3.8,197.67.192.40,1,1,1579,1768,0,0.5,0,0.8926,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0312,1848,6.9,0.9,42.92.84.185,3,0,7883,1415,1,0.84,0,5.5671,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0313,730,3.4,1.8,113.22.210.94,1,1,695,220,1,0.59,0,3.1448,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0314,1448,9.0,3.4,174.121.227.157,0,2,9396,597,1,0.72,0,15.7124,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0315,21,34.7,9.9,89.135.22.187,3,5,179,3093,9,0.29,1,0.0579,0,1,0,1,0,0,1,1,65,46.4,4,Medium
U0316,367,7.5,3.4,201.229.119.137,3,1,6466,846,1,0.68,0,7.634,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0317,15,53.0,8.7,118.63.193.21,18,4,65,1435,8,0.07,1,0.0453,0,1,0,1,1,0,1,1,80,57.1,5,High
U0318,1988,1.7,3.4,201.240.99.95,0,2,9096,649,0,0.6,0,13.9938,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0319,25,48.0,15.9,147.225.236.197,5,16,141,959,1,0.3,1,0.1469,1,1,0,0,0,1,0,1,65,46.4,4,Medium
U0320,1920,6.65,4.5,73.195.214.248,2,0,4791,1284,0,0.74,0,3.7284,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0321,1656,3.9,2.2,42.102.70.224,1,0,9081,711,0,0.65,0,12.7542,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0322,1899,4.8,0.6,65.26.246.224,3,1,4299,623,0,0.48,0,6.8894,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0323,112,9.7,4.2,96.52.63.73,2,0,5125,182,0,0.77,0,28.0055,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0324,1126,3.0,4.2,22.82.139.116,3,2,3040,1021,1,0.53,0,2.9746,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0325,36,32.5,13.3,38.223.46.243,3,16,52,2262,9,0.15,1,0.023,1,1,0,1,0,1,1,1,100,71.4,6,High
U0326,251,6.0,0.8,234.113.230.227,3,1,7854,1655,1,0.94,0,4.7428,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0327,1180,6.3,2.9,90.13.212.14,1,0,2529,1703,1,0.75,0,1.4842,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0328,21,87.8,9.4,51.214.112.115,7,5,171,2544,9,0.35,1,0.0672,0,1,0,1,1,0,1,1,80,57.1,5,High
U0329,1377,8.7,0.8,61.197.41.96,3,0,7518,352,0,0.45,0,21.2975,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0330,12,80.4,11.0,51.214.112.115,10,8,19,4240,3,0.13,1,0.0045,1,1,0,1,1,1,1,1,115,82.1,7,High
U0331,1508,1.3,1.6,239.50.171.203,3,0,8820,863,1,0.97,0,10.2083,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0332,1215,4.7,4.9,38.70.19.74,3,2,4055,1295,1,0.55,0,3.1289,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0333,1966,0.4,3.2,235.241.71.195,2,2,3501,371,0,0.67,0,9.4113,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0334,1674,4.8,1.4,181.240.229.158,2,0,5858,662,0,0.4,0,8.8356,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0335,1355,0.5,4.2,2.40.9.66,3,0,4747,1840,0,0.66,0,2.5785,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0336,733,5.1,1.8,56.76.216.29,1,0,1850,1377,0,0.57,0,1.3425,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0337,1582,1.1,2.1,199.147.121.78,2,2,3162,1584,0,0.81,0,1.995,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0338,19,78.6,28.4,109.16.15.24,15,3,167,4191,3,0.19,1,0.0398,1,1,0,1,1,0,1,1,100,71.4,6,High
U0339,485,6.7,1.7,108.234.32.29,0,0,6296,997,1,0.83,0,6.3086,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0340,1206,6.4,0.7,215.255.8.162,0,2,776,1722,0,0.92,0,0.4504,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0341,1711,1.1,2.2,132.123.73.75,2,1,1824,421,1,0.85,0,4.3223,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0342,1790,4.0,1.9,110.0.180.62,0,2,5939,968,0,0.81,0,6.129,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0343,479,8.9,3.2,147.213.95.171,1,1,4708,1151,0,0.77,0,4.0868,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0344,1593,1.7,3.4,172.43.184.18,0,1,1678,1711,0,0.72,0,0.9801,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0345,40,126.6,23.3,140.10.199.224,14,5,64,2498,5,0.09,1,0.0256,1,1,1,1,1,0,1,1,125,89.3,7,High
U0346,78,2.2,2.6,121.22.198.252,3,0,7511,1829,0,0.82,0,4.1044,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0347,1711,4.0,0.8,96.129.8.92,0,0,3309,1397,1,0.63,0,2.367,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0348,224,8.6,4.6,202.34.176.62,2,2,409,1108,1,0.41,0,0.3688,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0349,36,71.1,19.6,161.53.170.35,4,7,6,3767,5,0.34,1,0.0016,1,1,0,1,0,1,1,1,100,71.4,6,High
U0350,1,143.1,15.5,72.79.110.246,12,2,170,3554,1,0.08,1,0.0478,1,1,1,1,1,0,0,1,105,75.0,6,High
U0351,605,6.1,2.1,87.89.237.252,3,1,1104,1421,0,0.48,0,0.7764,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0352,5,49.7,29.5,162.93.69.17,5,13,44,1678,6,0.36,1,0.0262,1,1,0,1,0,1,1,1,100,71.4,6,High
U0353,1287,4.0,1.9,184.234.18.76,0,2,4390,551,1,0.94,0,7.9529,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0354,37,144.3,14.9,118.63.193.21,8,6,17,2916,4,0.06,1,0.0058,1,1,1,1,1,1,1,1,140,100.0,8,High
U0355,1789,3.4,2.9,52.21.161.239,0,0,2402,1942,1,0.5,0,1.2362,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0356,850,8.3,2.5,80.203.242.65,1,1,1489,1142,0,0.51,0,1.3027,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0357,21,64.5,13.9,98.49.183.217,14,13,102,2022,1,0.24,1,0.0504,1,1,0,1,1,1,0,1,95,67.9,6,High
U0358,24,150.0,11.3,51.214.112.115,4,13,178,3670,2,0.26,1,0.0485,1,1,1,1,0,1,0,1,105,75.0,6,High
U0359,24,100.7,12.4,13.169.139.32,10,7,144,3160,4,0.35,1,0.0456,1,1,1,1,1,1,1,1,140,100.0,8,High
U0360,93,5.9,3.2,205.188.223.228,1,0,3680,1173,1,0.48,0,3.1346,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0361,424,5.5,0.8,103.225.197.87,3,0,607,1027,1,0.98,0,0.5905,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0362,912,4.6,4.9,250.95.254.178,3,1,7216,704,1,0.69,0,10.2355,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0363,11,46.4,24.8,50.35.23.170,17,13,191,3308,3,0.24,1,0.0577,1,1,0,1,1,1,1,1,115,82.1,7,High
U0364,1744,8.9,2.6,205.136.42.187,3,2,5856,1784,1,0.56,0,3.2807,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0365,192,2.0,1.0,109.40.220.155,3,0,8066,346,0,0.58,0,23.245,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0366,869,0.6,4.5,211.92.150.83,2,0,9184,1527,0,0.96,0,6.0105,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0367,16,119.1,28.4,51.214.112.115,13,5,53,3453,5,0.17,1,0.0153,1,1,1,1,1,0,1,1,125,89.3,7,High
U0368,223,3.3,3.8,170.151.156.115,1,0,7951,1336,0,1.0,0,5.9469,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0369,293,9.9,0.9,155.218.85.177,1,2,1138,1325,0,0.78,0,0.8582,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0370,15,38.6,24.6,207.81.216.88,7,11,126,756,4,0.28,1,0.1664,1,1,0,0,1,1,1,1,100,71.4,6,High
U0371,732,0.9,2.7,11.180.222.71,1,1,7477,423,0,0.44,0,17.6344,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0372,1408,5.5,3.3,164.29.38.172,0,0,5459,54,0,0.46,0,99.2545,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0373,38,58.9,9.7,94.81.15.37,4,12,123,1997,8,0.15,1,0.0616,0,1,0,1,0,1,1,1,80,57.1,5,High
U0374,537,8.6,2.3,218.224.17.33,2,1,4777,1927,0,0.94,0,2.4777,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0375,762,5.8,4.3,18.120.187.93,0,0,5839,446,0,0.76,0,13.0626,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0376,1106,4.2,3.9,99.16.78.174,2,0,232,1056,1,0.67,0,0.2195,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0377,1063,8.2,3.0,116.189.190.114,3,1,6605,1911,1,0.58,0,3.4545,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0378,876,5.5,2.8,196.39.70.136,0,2,5640,785,1,0.64,0,7.1756,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0379,31,57.0,10.9,51.214.112.115,4,13,104,1764,2,0.14,1,0.0589,1,1,0,1,0,1,0,1,80,57.1,5,High
U0380,323,9.0,3.1,167.142.127.246,3,0,2487,334,1,0.84,0,7.4239,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0381,29,141.0,26.2,89.135.22.187,13,11,154,1318,3,0.35,1,0.1168,1,1,1,0,1,1,1,1,125,89.3,7,High
U0382,653,9.4,3.5,48.255.198.234,0,1,8712,227,0,0.63,0,38.2105,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0383,1782,7.0,0.5,144.60.134.199,2,0,284,1046,0,0.98,0,0.2713,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0384,1929,1.3,3.5,67.228.109.157,0,1,5882,542,1,0.87,0,10.8324,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0385,1705,10.0,1.0,74.251.102.32,1,2,2637,1033,0,0.69,0,2.5503,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0386,18,102.5,25.0,71.125.114.36,11,9,12,2757,5,0.32,1,0.0044,1,1,1,1,1,1,1,1,140,100.0,8,High
